Name,Address,Year,Keywords,Latitude,Longitude,Belongs_to_Berlin,matched_styles,matched_types
Zeiss-Planetarium,Berlin Bezirk Pankow Prenzlauer Berg Prenzlauer Allee80;Greifswalder Straße,1985–1987,Planetarien Foyer Planetarium Schalendach aus Beton,52.5381857,13.4355999,True,,
Wohnhaus in der Pohlestraße,Berlin Bezirk Treptow-Köpenick Köpenick Pohlestraße 77,1985–1986,6-geschossig Baulücke Blockrandbebauung Geschosswohnung Mehrfamilienhaus Plangrafik,52.4390854,13.5849626,True,,Wohngebäude - Einfamilienhaus
Milchhof,Berlin Bezirk Pankow Weißensee(Heinersdorf) Romain-Rolland-Straße 13-35,1960–1961,Industriebau Landwirtschaftsgebäude,52.56448289999999,13.4471393,True,,Industriegebäude - Industriebau
Universum-Filmtheater im Woga-Komplex (Neue Schaubühne),Berlin Bezirk Charlottenburg-Wilmersdorf Wilmersdorf Kurfürstendamm153-163,1928,Denkmalschutz Appartement Geschäfte Geschosswohnung Kabarett Kino Tennisplatz Wohnen,52.4904703,13.3144802,True,,Wohngebäude - Wohnen
Reichssportfeld,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Coubertin-Platz,1934–1936,Gebäudeensemble Ensemble Monumentalität Olympiade Sportanlage Stadion Stadtplanung Faschistische Architektur,52.5123829,13.2401095,True,Antike - Römische Architektur,Öffentliche Gebäude - Stadtplanung
Deutsches Sportforum,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Friedrich-Friesen-Allee; Gutsmuthsweg,1926–1928,Bauensembles Amphitheater denkmalgeschützte Halle Monumentalität Schule Sportanlage Faschistische Architektur,52.5193182,13.2403168,True,Antike - Römische Architektur,Industriegebäude - Halle
Kindertagesstätte in der Oranienstraße,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Oranienstraße4,1991–1993,Anbau Ausbau Block Erweiterung Innenhof Kindergarten Kindertagesstätte Tonnendach,52.4997577,13.42541,True,Barock/Rokoko - Barock,
Haus Berlin,Berlin Potsdamer Platz,1929–1931,Geschäftshaus,52.5096488,13.3759441,True,,Gewächshäuser und Gärten - Gewächshaus
Fabrikanlage der Eternit AG,Berlin Bezirk Neukölln Rudow Kanalstraße117-155,1930,Industriebau Fabrik Fassade aus Faserzementplatten,52.4266812,13.5116225,True,,Freizeiteinrichtungen - Passage
Hauptverwaltung des Sozialverbandes Deutschland,Berlin Bezirk Mitte Mitte Stralauer Straße 63,1998,"Bürogebäude Wettbewerb, 1. Preis",52.515559,13.4166325,True,,
miniloftmitte,Berlin Bezirk Mitte Mitte Hessische Straße5,,Hotel,52.5292453,13.3802465,True,,
Kindertagesstätte Amendestraße,Berlin Bezirk Reinickendorf Reinickendorf Amendestraße,bis 1998,Kindergarten Kindertagesstätte,52.5687598,13.3693655,True,,
Wohnbebauung,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Köthener Straße35-37; Bernburger Straße,1987,6-geschossig Block Blockrandbebauung Dachterrasse Eckhaus Eingang Erschließung Quadratfenster Sprossenteilung Flachdach Form: Quadrat Hof IBA 1984 (Berlin) Innenhof Lochfassade Mauerwerksfassade aus Ziegel Terrasse Wohnanlage,52.5048557,13.3806572,True,Barock/Rokoko - Barock,
Berlin-Pavillon,Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Straße des 17. Juni100,1957,Internationalen Bauausstellung Interbau Denkmalschutz Ausstellungsarchitektur IBA 1957 (Interbau) Pavillon Wettbewerb,52.5140299,13.3420403,True,Moderne - Internationaler Stil,Freizeiteinrichtungen - Ausstellung
Junggesellenheim,Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain,1952–1953,Wohnheim,52.51582399999999,13.4539891,True,,Wohngebäude - Wohnen
Griechische Botschaft,Berlin Bezirk Mitte Tiergarten Hiroshimastraße11a;Hildebrandstraße,1911,Botschaft,52.5077472,13.3591009,True,,
Musikinstrumente-Museum,Berlin Bezirk Mitte Tiergarten Tiergartenstraße1;Kemperplatz,,Museum,52.5109253,13.371831,True,,Öffentliche Gebäude - Mausoleum
evangelische Kirche am Hohenzollernplatz,Berlin Bezirk Charlottenburg-Wilmersdorf Wilmersdorf Hohenzollerndamm202-203,1930–1933,expressionistischer Architektur Denkmalschutz Gemeinde- Pfarrhaus anglikanischen Freitreppe gotischen Mosaikdecke Expressionismus Gemeindezentrum Kirche Glaubensrichtung: evangelisch Mauerwerksfassade aus Ziegel Monumentalität Skelettbau aus Stahl Spitzbogen Pfarrkirche,52.4942052,13.3268631,True,Antike - Römische Architektur,Denkmalschutz - Denkmalschutz
Ernst-Moritz-Arndt-Kirche,Berlin Bezirk Steglitz-Zehlendorf Zehlendorf Onkel-Tom-Straße;Wilskistraße,1934–1935,Saalkirche Satteldach Denkmalschutz Reihenhäusern Architektenwettbewerb Gemeindehaus Laterne Emporen Deckenmalerei Kirche Stilelemente evangelisch-uniert,52.4487254,13.2518104,True,,Denkmalschutz - Denkmalschutz
Potsdamer Platz,Berlin Bezirk Mitte Tiergarten Potsdamer Platz,1991,Lage: Stadtzentrum Platz Stadtplanung Wettbewerb,52.5096488,13.3759441,True,,Öffentliche Gebäude - Stadtplanung
Topographie des Terrors Ⅱ,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Niederkirchnerstraße8,2005–2006,Gedenkstätte IBA Gedenkstätte Architektenwettbewerb Museum für Geschichte Gedenkstätte,52.5066478,13.3839555,True,,Öffentliche Gebäude - Gedenkstätte
Bibliothek »Anna Segehrs«,Berlin Bezirk Lichtenberg Neu-Hohenschönhausen Prerower Platz2,1983–1984,Bibliothek,52.5651766,13.5054235,True,,
Postgebäude,Berlin Bezirk Mitte Tiergarten Lübecker Straße,ca. 1910,,52.528427,13.3453701,True,,
Bebauung Marienstraße,Berlin Bezirk Mitte Mitte Marienstraße,1. Hälfte 19. Jahrhundert,Wohnhaus,52.5219864,13.3821161,True,,
Cirque de Soleil-Haus,Berlin Bezirk Mitte Mitte Voßstraße;Leipziger Straße,1997–2000,Blockrandbebauung Bürogebäude Farbigkeit Geschäftshaus Lochfassade Mischnutzung Veranstaltung Wohnen,52.510394,13.3905226,True,,Wohngebäude - Wohnen
Mehrfamilienhaus Fraenkelufer (Brandwandbebauung),Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Fraenkelufer,ca. 1985,6-geschossig Ausrichtung Erschließung Geschosswohnung IBA 1984 (Berlin) Mehrfamilienhaus Pultdach Formensprache Wand + Mauer,52.4955511,13.4155401,True,,Wohngebäude - Einfamilienhaus
Verwaltungsbau der Volksfürsorge,Berlin Bezirk Mitte Tiergarten Schillstraße; Wichmannstraße,ca. 1960,Bürogebäude Eckhaus Fensterband,52.5043521,13.3509462,True,,
Neugestaltung des Alexanderplatz,Berlin Bezirk Mitte Mitte Alexanderplatz,1929,Form: Kubus Platz Platzgestaltung Solitär Stadtplanung Wettbewerb,52.5222559,13.4132262,True,,Öffentliche Gebäude - Stadtplanung
Deutscher Reichstag,Berlin Bezirk Mitte Tiergarten Platz der Republik1,1882,"Neorenaissance Glaskuppel Architektenwettbewerb neugotischen Fassaden Kuppel Raumfachwerk Historismus Neorenaissance Neobarock Neorenaissance raumakustische Architektenwettbewerbe Fassade Denkmalpflegerische Realisierungswettbewerb Sichtbeton Kalk- Sandstein Geothermie Wärmerückgewinnungsanlage Bronze Foyer Regierungsgebäude Solitär Steinfassade Reichstag Wettbewerb, 1. Preis",52.518619,13.3763176,True,Renaissance - Renaissance,Öffentliche Gebäude - Regierungsgebäude
Sankt Joseph,Berlin Bezirk Mitte Wedding Müllerstraße161,,römisch-katholische Pfarrkirche Denkmalschutz Basilika Notkapelle Benediktiner Historismus Krypta Säulen Granit Arkaden Kalkstein giebel ornamentalen portalen Rosette arkaden Mosaik Kirche Sankt Josef,52.5439164,13.3628188,True,Historismus - Historismus,Sonstige Gebäude - Sportanlage
Haus Poelzig,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Tannenbergallee28,1929–1930,Einfamilienhaus Bauen im eigenen Auftrag,52.5051123,13.2473049,True,,Wohngebäude - Einfamilienhaus
Große Halle (Germania-Planung),Berlin Bezirk Mitte Tiergarten,,nationalsozialistischen Architektur Neoklassizismus Granit Marmor Granit Findlinge Halle Kuppel Monumentalität Neoklassizismus Veranstaltung Faschistische Architektur,52.514534,13.3501015,True,Antike - Römische Architektur,Freizeiteinrichtungen - Veranstaltung
Hochhaus Bahnhof Friedrichstraße,Berlin Bezirk Mitte Mitte Friedrichstraße,1922,Eckhaus Hochhaus Wettbewerb,52.5147655,13.3891804,True,,
Altes Museum,Berlin Bezirk Mitte Mitte Am Lustgarten,1822–1828,Bauensemble Museumsinsel Bauensemble barocken ionischen Säulen Eckpilastern Freitreppe korinthische Säulen Rotunde korinthischen Säulen Ecke Foyer Galerie Klassizismus Kolonnade Lage: Fluß Museum für Kunst Rotunde Sockel Treppe Berliner Museumsinsel Baustil,52.5191213,13.4001665,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Mausoleum
Waldsiedlung Zehlendorf (Onkel-Tom-Siedlung),Berlin Bezirk Steglitz-Zehlendorf Zehlendorf Am Fischtal,1926–1932,Wohnanlage,52.4472886,13.2588324,True,,
Erweiterung der Renée-Sintenis-Schule,Berlin Bezirk Reinickendorf Frohnau Laurinsteig 38/39-45,1987,"Erweiterung Farbigkeit Schule Wettbewerb, 1. Preis",52.6363202,13.2729011,True,,
Verwaltungsbau,Berlin Bezirk Steglitz-Zehlendorf Dahlem Kaiserwerther Straße 16/18,1927,Bürogebäude,52.44797639999999,13.285642,True,,
Trias,Berlin Bezirk Mitte Mitte Holzmarktstraße15-18,1994–1996,Bürogebäude,52.51366119999999,13.4229199,True,,
Schwesternwohnheim am Hindenburgdamm,Berlin Bezirk Steglitz-Zehlendorf Lichterfelde Hindenburgdamm96A-100,1974–1980,Wohnheim,52.43991949999999,13.3152678,True,,Wohngebäude - Wohnen
U-Bahnhof Hansaplatz,Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Hansaplatz,1955–1957,Aluminium Roll- Mosaikfliesen Edelstahlband Interbau Denkmalschutz Bahnstation IBA 1957 (Interbau) U-Bahnverkehr,52.51831,13.3416456,True,,Denkmalschutz - Denkmalschutz
Skulpturierter Raum,Berlin,bis 2002,Innenarchitektur,52.52000659999999,13.404954,True,Antike - Römische Architektur,
Geschäftshaus Triangel am Checkpoint Charlie,Berlin Bezirk Mitte Mitte Friedrichstraße204,1992,Bürogebäude,52.5084133,13.3900205,True,,
Paul-Gerhardt-Kirche und Gemeindehaus,Berlin Bezirk Tempelhof-Schöneberg Schöneberg Hauptstraße47,1958–1962,Kirchengebäude barocken Bauensemble Jugendstil Freitreppenanlage Kolonnade Denkmalschutz Kirche Glaubensrichtung: evangelisch Umbau,52.4898502,13.3532376,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Technikgebäude
Haus Haeffner,Berlin Bezirk Spandau Wilhelmstadt(Pichelsdorf),1928,Einfamilienhaus Internationaler Stil,52.5101598,13.1996488,True,Moderne - Internationaler Stil,Wohngebäude - Einfamilienhaus
Blockhaus Nikolskoe,Berlin Bezirk Steglitz-Zehlendorf Wannsee Nikolskoer Weg15,1819,Peter und Paul,52.4243395,13.116172,True,,
Schule am Mummelsoll,Berlin Bezirk Marzahn-Hellersdorf Hellersdorf Eilenburger Straße 4,1993,"Hallenbad Schule Sporthalle Therapiezentrum Wettbewerb, 1. Preis",52.54013990000001,13.6287055,True,,Industriegebäude - Halle
Veterinärmedizinisches Institut der FU Berlin,Berlin Bezirk Steglitz-Zehlendorf Dahlem Koserstraße 20,1963–1967,Forschungsgebäude Institut Universitätsgebäude Spätwerk,52.4612661,13.2943851,True,,Öffentliche Gebäude - Regierungsgebäude
Betriebskindertagesstätte des Deutschen Bundestags,Berlin Bezirk Mitte Tiergarten Otto-von-Bismarck-Allee2; Adenauerstraße,2000,Form: Dreieck Kindergarten Kindertagesstätte,52.514534,13.3501015,True,,
Büroturm in der »Oberbaum City« (Narva-Turm),Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Rotherstraße 8-26,2000,Aufstockung Bürogebäude Glasfassade Hochhaus alt-neu Umnutzung: Industriegelände,52.5038309,13.4514347,True,,
Mehrfamilienhaus,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Bolivarallee 9,1930,Mehrfamilienhaus,52.51815360000001,13.2608302,True,,Wohngebäude - Einfamilienhaus
Wasserturm,Berlin Bezirk Pankow Prenzlauer Berg Knaackstraße23 Berlin Bezirk Pankow Prenzlauer Berg Kolmarer Straße Berlin Bezirk Pankow Prenzlauer Berg Diedenhofer Straße; Belforter Straße; Kolmarer Straße,,Wasserturm Lisenen Ornament Kegeldach Wasserturm Form: Zylinder Wasseraufbereitungsanlage,52.5342385,13.4186119,True,,
Schloss Bellevue (Sitz des Bundespräsidenten),Berlin Bezirk Mitte Tiergarten Spreeweg1,1785–1786,Mittelrisalit Pilastern korinthischen Corps de Logis Viadukt Seitenrisalite Freitreppe Empire Denkmalschutzgründen Interieur Lustschloss Volksküche Barock U-Form Schloss,52.514534,13.3501015,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Schloss
Deukon Haus (Deutsche Konfektion),Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Markgrafenstraße,1927,Baulücke Bürogebäude,52.5062348,13.3944941,True,,
Berlin-Pavillon - Umbau,Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Straße des 17. Juni100,,Hotel,52.5140299,13.3420403,True,,
Haus des Reisens,Berlin Bezirk Mitte Mitte Alexanderstraße7 (Alexanderplatz5),1971,sozialistischen Moderne Espresso Vorhangfassade Denkmalschutz Bürogebäude Hochhaus Baustil,52.5232836,13.4167681,True,Moderne - Postmoderne,Denkmalschutz - Denkmalschutz
evangelisches Gemeindezentrum Plötzensee mit Kirchenraum,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg-Nord Heckerdamm226,1968–1970,Gemeindezentrums Bauensemble römisch-katholischen Gemeindezentrum Kirche Glaubensrichtung: evangelisch,52.540207,13.2870605,True,,
Erweiterung der Schweizerischen Botschaft,Berlin Bezirk Mitte Tiergarten Otto-von-Bismarck-Allee4a,1995–2000,Anbau Bürogebäude Erweiterung Botschaft der Schweiz,52.514534,13.3501015,True,,
Bebauung Bonhoeffer Ufer,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg,ca. 1910,,52.5166023,13.3041054,True,,
Bebauung Frankfurter Tor,Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Frankfurter Allee; Petersburgerstraße,1953–1956,Tor Denkmalschutz Mehrfamilienhaus,52.51600999999999,13.453268,True,,Wohngebäude - Einfamilienhaus
Nikolaiviertel,Berlin Bezirk Mitte Mitte Nikolaiviertel,,Plattenbauten Feldsteinbasilika gotische Hallenkirche neogotischen Plattenbauweise Ornamenten Rekonstruktionen Rokokoarchitektur Spätbarock Sandstein Bauensemble Plattenbauten,52.5174032,13.4070297,True,Barock/Rokoko - Barock,
Reichsversicherungsanstalt für Angestellte,Berlin Bezirk Charlottenburg-Wilmersdorf Wilmersdorf Westfälische Straße 89A-91; Ruhrstraße 2/3,1921,Bürogebäude,52.4913648,13.311125,True,,
Heinz-Galinski-Schule - Jüdische Grundschule,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Waldschulallee73-75,1990–1995,Dynamik Form: Spirale Grundschule Schule skulpturaler Bau Wettbewerb Materialwahl,52.5014516,13.259175,True,,
Villa Sievers,Berlin,1916,Villa,52.52000659999999,13.404954,True,,
Märkisches Viertel,Berlin Bezirk Reinickendorf Märkisches Viertel,1963–1974,Wolkenkratzer Geschosswohnung Großsiedlung Hochhaus Stadtplanung Wohnanlage,52.6002295,13.3567669,True,,Öffentliche Gebäude - Stadtplanung
Mehrfamilienhaus,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Schillerstraße,,Blockrandbebauung Eckhaus Lochfassade Mehrfamilienhaus Satteldach Putzfassade,52.510399,13.3110096,True,,Wohngebäude - Einfamilienhaus
IKEA Flagshipe Store,Berlin Bezirk Lichtenberg Lichtenberg Landsberger Allee360; Rhinstraße,2002,"Möbelgeschäft Glasfassade Wettbewerb, 1. Preis",52.5238601,13.5172602,True,,
Bundeskanzleramt,Berlin Bezirk Mitte Tiergarten Willy-Brandt-Straße1;Moltkestraße,1995–2001,Bauensemble Ehrenhof gespannte Dachkonstruktion Foyer Loggien Kindertagesstätte Wärmerückgewinnung Achse Bürogebäude Form: Kamm Lage: Fluß Regierungsgebäude Wettbewerb Plangrafik Baustil,52.5215109,13.369435,True,,Öffentliche Gebäude - Regierungsgebäude
Wohnhaus für die Interbau,Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Klopstockstraße30/32,1955–1957,8-geschossig Geschosswohnung Hochhaus IBA 1957 (Interbau) Mehrfamilienhaus,52.5213115,13.3433225,True,,Wohngebäude - Einfamilienhaus
Café Moskau,Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Karl-Marx-Allee,1961–1964,denkmalgeschütztes Denkmalschutz Bars Mosaik Foyer Eschenholzdecke Marmorplatten Café Flachdach Innenhof Kubatur Restaurant Veranstaltung Fassadengestaltung,52.5182474,13.4367544,True,,Freizeiteinrichtungen - Veranstaltung
Wohnsiedlung »Am kleinen Messel«,Berlin Bezirk Steglitz-Zehlendorf Wannsee Am großen Wannsee37-39,1971–1981,2-geschossig Reihenhaus Wohnanlage alt-neu,52.4287791,13.1621523,True,,
Sankt Dominicus-Kirche,Berlin Bezirk Neukölln Buckow Lipschitzallee 74,1977,skelettbau Gemeindezentrum Denkmalschutz Gebäudekomplex liturgischen Zentralbaus überkuppelt Aluminium Oberlicht Bänke Dominikus Bronze  Kapelle Campanile Kirche Glaubensrichtung: katholisch Sankt Dominik,52.4242951,13.4627317,True,Mittelalter - Romanik,Denkmalschutz - Denkmalschutz
Interbau-Bauteil (»Zeilen«-Hochhaus),Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Altonaer Straße3/5/7/9,1956–1957,Interbau IBA 1957 (Interbau) Mehrfamilienhaus,52.51684419999999,13.3438784,True,,Wohngebäude - Einfamilienhaus
Betriebswerkstatt und Stellwerk der Deutschen Reichsbahn,Berlin Bezirk Tempelhof-Schöneberg Tempelhof Boelckestraße,1926–1928,Bahngebäude S-Bahnverkehr Mauerwerk aus Ziegel Werkstattgebäude Stellwerk,52.4764294,13.3773052,True,,Öffentliche Gebäude - Sanitärgebäude
Wohnhaus für Georg Klingenberg,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Alemannenallee6,1922–1923,Einfamilienhaus,52.51621189999999,13.2600039,True,,Wohngebäude - Einfamilienhaus
Wohnhaus Auerbach,Berlin Bezirk Steglitz-Zehlendorf Dahlem Clayallee34,1924–1925,Einfamilienhaus,52.4582353,13.2870827,True,,Wohngebäude - Einfamilienhaus
Drogerie Kopp & Joseph,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Kurfürstendamm35,1928,Geschäft Innenarchitektur Internationaler Stil,52.5026127,13.3237666,True,Antike - Römische Architektur,Industriegebäude - Silo
Markthalle X,Berlin Bezirk Mitte Moabit Bremer Straße 9,1891–1892,Brauerei Markthalle Mauerwerksfassade aus Ziegel Stahlkonstruktion dreischiffig,52.5281986,13.3382383,True,,
Mehrfamilienhaus »Urbane Living II«,Berlin Bezirk Mitte Mitte Mulackstraße 12,2004,Mehrfamilienhaus,52.5275427,13.4054101,True,,Wohngebäude - Einfamilienhaus
Deutsches Familienkaufhaus (Defaka),Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Rankestraße;Tauentzienstraße,1955,Kaufhaus,52.5044748,13.3356662,True,Moderne - Bauhaus,
Haus des Architekten,Berlin Bezirk Steglitz-Zehlendorf Dahlem Fabeckstraße 48,1957,Einfamilienhaus Bauen im eigenen Auftrag,52.4521806,13.295524,True,,Wohngebäude - Einfamilienhaus
Kirche Saint Louis des Francais,Berlin Bezirk Mitte Wedding Kurt-Schumacher-Damm 41,2003,Innenarchitektur Kirche,52.5598702,13.3248579,True,Antike - Römische Architektur,
Wohnungsbau Nordufer,Berlin Bezirk Lichtenberg Rummelsburg(Rummelsburger Bucht) Hauptstraße; An der Bucht,1994–1997,Mehrfamilienhaus,52.49857919999999,13.479568,True,,Wohngebäude - Einfamilienhaus
Delphi-Palast,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Kantstraße12a,1927–1928,Kino Kino,52.5060498,13.3285723,True,,
Luftschutzbunker,Berlin Bezirk Mitte Mitte Albrechtstraße24,ca. 1943,Denkmalschutz Penthouse Aufstockung Kunstgalerie Umnutzung: Bunker Bunker,52.523574,13.3837303,True,,Denkmalschutz - Denkmalschutz
Gleichrichterwerk Charlottenburg,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Gervinusstraße34,1928,Umspannstation S-Bahnverkehr Mauerwerk aus Ziegel,52.5166023,13.3041054,True,,
katholische Pfarrkirche Heilige Familie Lichterfelde,Berlin Bezirk Steglitz-Zehlendorf Lichterfelde Kornmesserstraße 2,,Backstein basilika Zisterzienser Denkmalschutz Staffelgiebel arkaden Pultdächern Taufkapelle Zeltdach portal Pfarrhaus Wendeltreppe Lisenen Satteldach Ornamenten Dachreiter Bronzeglocken Wimpergen Johannes der Täufer Simon Petrus Ignatius von Antiochien Augustinus Markus Lukas Johannes Empore Glaubensrichtung: katholisch Pfarrkirche Stilelemente Neugotik,52.430543,13.3044848,True,Mittelalter - Gotik,Sonstige Gebäude - Sportanlage
Kronprinzenpalais,Berlin Bezirk Mitte Mitte Unter den Linden3,1663–1666,rekonstruiert Barockpalais risalit Mansarddach barocke portikus Kolonnade risalit Bronze Barock Umbau Stadtpalast,52.519444,13.406667,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Palast
Amerikanische Botschaft,Berlin Bezirk Mitte Mitte Pariser Platz2,1998–2008,Shopping-Mall Eckhaus Lage: Platz Wettbewerb Botschaft der USA,52.5157161,13.3783641,True,,Öffentliche Gebäude - Palast
Radialsystem V,Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Holzmarktstraße33,2004–2006,Kulturzentrum denkmalgeschützten denkmalgeschützten Aufstockung Glasfassade Lage: Fluß Theater Umbau Umnutzung: Technikgebäude alt-neu,52.5103281,13.4286928,True,,Öffentliche Gebäude - Technikgebäude
